0;Due;0.00178833;dummy;
1;Due;0.39864567;b=b1/b2;
2;Due;0.25192568;b=b1*b2;
3;Due;0.40687561;b=b1+b2;
4;Due;0.15640573;b=gl. var;
5;Due;0.26392558;b=23;
6;Due;0.32314557;b=b1 << 4;
7;Due;0.18055564;b=b1 & 0x01;
8;Due;0.15650575;b=bit(3);
9;Due;0.26367557;b=bit(3)+bit(4)+bit(1);
10;Due;0.30678901;l=l1/l2;
11;Due;0.41864571;l=l1+l2;
12;Due;0.34729576;l=l1*l2;
13;Due;2.80782199;fl=fl1/fl2;
14;Due;0.26362553;dbl=1.23;
15;Due;10.00745678;dbl=dbl1/dbl2;
16;Due;1.28863573;dbl=dbl1*dbl2;
17;Due;1.77348566;dbl=dbl1+dbl2;
18;Due;80.76480865;dbl=pow();
19;Due;51.17436600;dbl=log(dbl2);
20;Due;16.81641579;dbl=sqrt(dbl1);
21;Due;64.41273499;dbl=tan(dbl1);
22;Due;34.89768982;dbl=sin(dbl1);
23;Due;2.42083597;digitalWrite(9,0);
24;Due;2.37337518;digitalWrite(9,1);
25;Due;0.00000000;PORTB=PORTB|2;
26;Due;0.00000000;bool1=PORTB&4;
27;Due;1.37072587;digitalRead();
28;Due;4.33058977;analogRead();
29;Due;1.67182255;b random();
30;Due;1.68462253;l random();
31;Due;0.38293570;b min();
32;Due;0.18048565;if(dbl1<dbl2);;
33;Due;0.20419568;if(b1<b2);;
34;Due;0.38297570;abs(int);
35;Due;0.30342564;constrain(int);
36;Due;0.46110564;if(b1<b2)..;
37;Due;0.32188469;fRetByte();
38;Due;0.28613868;fRetInt();
39;Due;0.17892061;fRetDbl();
40;Due;1.03704929;fRetLong();
0;Due;0.00178833;dummy;
1;Due;0.39845002;b=b1/b2;
2;Due;0.25194007;b=b1*b2;
3;Due;0.40695992;b=b1+b2;
4;Due;0.15650009;b=gl. var;
5;Due;0.26385993;b=23;
6;Due;0.32329983;b=b1 << 4;
7;Due;0.18054996;b=b1 & 0x01;
8;Due;0.15651004;b=bit(3);
9;Due;0.26371992;b=bit(3)+bit(4)+bit(1);
10;Due;0.30719671;l=l1/l2;
11;Due;0.41865006;l=l1+l2;
12;Due;0.34722006;l=l1*l2;
13;Due;2.80926323;fl=fl1/fl2;
14;Due;0.26369989;dbl=1.23;
15;Due;10.44776344;dbl=dbl1/dbl2;
16;Due;1.31186020;dbl=dbl1*dbl2;
17;Due;1.79323018;dbl=dbl1+dbl2;
18;Due;87.77728271;dbl=pow();
19;Due;51.38309097;dbl=log(dbl2);
20;Due;17.47266388;dbl=sqrt(dbl1);
21;Due;65.66128540;dbl=tan(dbl1);
22;Due;36.19113541;dbl=sin(dbl1);
23;Due;2.42082000;digitalWrite(9,0);
24;Due;2.37329912;digitalWrite(9,1);
25;Due;0.00000000;PORTB=PORTB|2;
26;Due;0.00000000;bool1=PORTB&4;
27;Due;1.37071192;digitalRead();
28;Due;4.33046246;analogRead();
29;Due;1.67203033;b random();
30;Due;1.68459690;l random();
31;Due;0.38292003;b min();
32;Due;0.18041994;if(dbl1<dbl2);;
33;Due;0.20415995;if(b1<b2);;
34;Due;0.38296005;abs(int);
35;Due;0.30210000;constrain(int);
36;Due;0.46152991;if(b1<b2)..;
37;Due;0.32185203;fRetByte();
38;Due;0.28612399;fRetInt();
39;Due;0.17889692;fRetDbl();
40;Due;1.03703463;fRetLong();
0;Due;0.00178833;dummy;
1;Due;0.39903963;b=b1/b2;
2;Due;0.25199971;b=b1*b2;
3;Due;0.40680957;b=b1+b2;
4;Due;0.15648974;b=gl. var;
5;Due;0.26377955;b=23;
6;Due;0.32331958;b=b1 << 4;
7;Due;0.18047965;b=b1 & 0x01;
8;Due;0.15652972;b=bit(3);
9;Due;0.26370960;b=bit(3)+bit(4)+bit(1);
10;Due;0.30612969;l=l1/l2;
11;Due;0.41863972;l=l1+l2;
12;Due;0.34720981;l=l1*l2;
13;Due;2.82579660;fl=fl1/fl2;
14;Due;0.26372960;dbl=1.23;
15;Due;10.67193031;dbl=dbl1/dbl2;
16;Due;1.27164006;dbl=dbl1*dbl2;
17;Due;1.80900991;dbl=dbl1+dbl2;
18;Due;82.63319397;dbl=pow();
19;Due;51.60490417;dbl=log(dbl2);
20;Due;17.44116211;dbl=sqrt(dbl1);
21;Due;69.50628662;dbl=tan(dbl1);
22;Due;36.87662888;dbl=sin(dbl1);
23;Due;2.42091060;digitalWrite(9,0);
24;Due;2.37326908;digitalWrite(9,1);
25;Due;0.00000000;PORTB=PORTB|2;
26;Due;0.00000000;bool1=PORTB&4;
27;Due;1.37071192;digitalRead();
28;Due;4.33036518;analogRead();
29;Due;1.67206311;b random();
30;Due;1.68442953;l random();
31;Due;0.38297957;b min();
32;Due;0.18049961;if(dbl1<dbl2);;
33;Due;0.20413958;if(b1<b2);;
34;Due;0.38298973;abs(int);
35;Due;0.30319959;constrain(int);
36;Due;0.46019959;if(b1<b2)..;
37;Due;0.32186469;fRetByte();
38;Due;0.28610069;fRetInt();
39;Due;0.17888957;fRetDbl();
40;Due;1.03703618;fRetLong();
0;Due;0.00178900;dummy;
1;Due;0.40188766;b=b1/b2;
2;Due;0.25204772;b=b1*b2;
3;Due;0.40685761;b=b1+b2;
4;Due;0.15649772;b=gl. var;
5;Due;0.26374757;b=23;
6;Due;0.32346752;b=b1 << 4;
7;Due;0.18043762;b=b1 & 0x01;
8;Due;0.15658769;b=bit(3);
9;Due;0.26373759;b=bit(3)+bit(4)+bit(1);
10;Due;0.30696097;l=l1/l2;
11;Due;0.41877764;l=l1+l2;
12;Due;0.34722775;l=l1*l2;
13;Due;2.84606075;fl=fl1/fl2;
14;Due;0.26372758;dbl=1.23;
15;Due;10.01776314;dbl=dbl1/dbl2;
16;Due;1.25387800;dbl=dbl1*dbl2;
17;Due;1.75580716;dbl=dbl1+dbl2;
18;Due;69.07289886;dbl=pow();
19;Due;51.79832458;dbl=log(dbl2);
20;Due;16.05405807;dbl=sqrt(dbl1);
21;Due;64.26667786;dbl=tan(dbl1);
22;Due;33.66968918;dbl=sin(dbl1);
23;Due;2.42097831;digitalWrite(9,0);
24;Due;2.37334752;digitalWrite(9,1);
25;Due;0.00000000;PORTB=PORTB|2;
26;Due;0.00000000;bool1=PORTB&4;
27;Due;1.37070751;digitalRead();
28;Due;4.33072853;analogRead();
29;Due;1.67232788;b random();
30;Due;1.68419445;l random();
31;Due;0.38299769;b min();
32;Due;0.18036762;if(dbl1<dbl2);;
33;Due;0.20419760;if(b1<b2);;
34;Due;0.38300765;abs(int);
35;Due;0.30426764;constrain(int);
36;Due;0.45957765;if(b1<b2)..;
37;Due;0.32185966;fRetByte();
38;Due;0.28611970;fRetInt();
39;Due;0.17886755;fRetDbl();
40;Due;1.03703332;fRetLong();
0;Due;0.00178800;dummy;
1;Due;0.39894268;b=b1/b2;
2;Due;0.25218272;b=b1*b2;
3;Due;0.40676257;b=b1+b2;
4;Due;0.15668267;b=gl. var;
5;Due;0.26370266;b=23;
6;Due;0.32342258;b=b1 << 4;
7;Due;0.18038264;b=b1 & 0x01;
