0;AVR;0.01320267;dummy;
1;AVR;5.41049385;b=b1/b2;
2;AVR;0.63249344;b=b1*b2;
3;AVR;0.44381341;b=b1+b2;
4;AVR;0.12977333;b=gl. var;
5;AVR;0.12985330;b=23;
6;AVR;0.38125348;b=b1 << 4;
7;AVR;0.31865346;b=b1 & 0x01;
8;AVR;0.12961325;b=bit(3);
9;AVR;0.12973331;b=bit(3)+bit(4)+bit(1);
10;AVR;40.85393905;l=l1/l2;
11;AVR;1.76413402;l=l1+l2;
12;AVR;6.10249042;l=l1*l2;
13;AVR;31.22397232;fl=fl1/fl2;
14;AVR;0.75821390;dbl=1.23;
15;AVR;27.61340141;dbl=dbl1/dbl2;
16;AVR;9.42825317;dbl=dbl1*dbl2;
17;AVR;7.94025230;dbl=dbl1+dbl2;
18;AVR;195.95353698;dbl=pow();
19;AVR;147.45875549;dbl=log(dbl2);
20;AVR;26.31966400;dbl=sqrt(dbl1);
21;AVR;136.87017822;dbl=tan(dbl1);
22;AVR;106.66511535;dbl=sin(dbl1);
23;AVR;5.09673118;digitalWrite(9,0);
24;AVR;5.22225236;digitalWrite(9,1);
25;AVR;0.12602144;PORTB=PORTB|2;
26;AVR;0.37744550;bool1=PORTB&4;
27;AVR;4.02415609;digitalRead();
28;AVR;110.70152282;analogRead();
29;AVR;92.33404541;b random();
30;AVR;91.86794281;l random();
31;AVR;0.73533339;b min();
32;AVR;1.01073336;if(dbl1<dbl2);;
33;AVR;0.25481333;if(b1<b2);;
34;AVR;1.13581347;abs(int);
35;AVR;1.21973383;constrain(int);
36;AVR;0.73393335;if(b1<b2)..;
37;AVR;0.25176939;fRetByte();
38;AVR;0.50323767;fRetInt();
39;AVR;1.00617694;fRetDbl();
40;AVR;4.13795328;fRetLong();
0;AVR;0.01320533;dummy;
1;AVR;5.41019344;b=b1/b2;
2;AVR;0.63299350;b=b1*b2;
3;AVR;0.44379334;b=b1+b2;
4;AVR;0.12979333;b=gl. var;
5;AVR;0.13003330;b=23;
6;AVR;0.38123359;b=b1 << 4;
7;AVR;0.31811342;b=b1 & 0x01;
8;AVR;0.12947331;b=bit(3);
9;AVR;0.12935334;b=bit(3)+bit(4)+bit(1);
10;AVR;41.00059509;l=l1/l2;
11;AVR;1.76459302;l=l1+l2;
12;AVR;6.10231208;l=l1*l2;
13;AVR;31.23323059;fl=fl1/fl2;
14;AVR;0.75823364;dbl=1.23;
15;AVR;27.07779502;dbl=dbl1/dbl2;
16;AVR;9.32987403;dbl=dbl1*dbl2;
17;AVR;7.91907358;dbl=dbl1+dbl2;
18;AVR;207.99645996;dbl=pow();
19;AVR;147.83741760;dbl=log(dbl2);
20;AVR;26.05499076;dbl=sqrt(dbl1);
21;AVR;134.27030944;dbl=tan(dbl1);
22;AVR;106.24085998;dbl=sin(dbl1);
23;AVR;5.09611082;digitalWrite(9,0);
24;AVR;5.22243118;digitalWrite(9,1);
25;AVR;0.12585346;PORTB=PORTB|2;
26;AVR;0.37737340;bool1=PORTB&4;
27;AVR;4.02399539;digitalRead();
28;AVR;110.70552062;analogRead();
29;AVR;92.33818054;b random();
30;AVR;91.86084747;l random();
31;AVR;0.72879333;b min();
32;AVR;1.01007342;if(dbl1<dbl2);;
33;AVR;0.25495336;if(b1<b2);;
34;AVR;1.13515329;abs(int);
35;AVR;1.19583356;constrain(int);
36;AVR;0.72819328;if(b1<b2)..;
37;AVR;0.25159337;fRetByte();
38;AVR;0.50310969;fRetInt();
39;AVR;1.00608921;fRetDbl();
40;AVR;4.11766958;fRetLong();
0;AVR;0.01320267;dummy;
1;AVR;5.41072511;b=b1/b2;
2;AVR;0.63244400;b=b1*b2;
3;AVR;0.44392404;b=b1+b2;
4;AVR;0.13008394;b=gl. var;
5;AVR;0.12980401;b=23;
6;AVR;0.38108417;b=b1 << 4;
7;AVR;0.31776404;b=b1 & 0x01;
8;AVR;0.13012397;b=bit(3);
9;AVR;0.12940397;b=bit(3)+bit(4)+bit(1);
10;AVR;40.89124298;l=l1/l2;
11;AVR;1.76460466;l=l1+l2;
